"GEOID","NAME","Total","H_Total","majority","hispanic","group"
"06037407002","Census Tract 4070.02, Los Angeles County, California",3436,2902,"H_Other",1,"3001-4500"
"06037407102","Census Tract 4071.02, Los Angeles County, California",5710,4484,"H_Other",1,"4501-6000"
"06037407200","Census Tract 4072, Los Angeles County, California",6910,6010,"H_Other",1,"6001-7500"
"06037407301","Census Tract 4073.01, Los Angeles County, California",4949,3797,"H_Other",1,"4501-6000"
"06037407501","Census Tract 4075.01, Los Angeles County, California",4257,3339,"H_Other",1,"3001-4500"
"06037407502","Census Tract 4075.02, Los Angeles County, California",4170,3530,"H_Other",1,"3001-4500"
"06037407601","Census Tract 4076.01, Los Angeles County, California",4608,3859,"H_Other",1,"4501-6000"
"06037407602","Census Tract 4076.02, Los Angeles County, California",3993,3199,"H_Other",1,"3001-4500"
"06037407701","Census Tract 4077.01, Los Angeles County, California",4903,4074,"H_Other",1,"4501-6000"
"06037407801","Census Tract 4078.01, Los Angeles County, California",5727,3947,"H_Other",1,"4501-6000"
"06037407900","Census Tract 4079, Los Angeles County, California",6082,4069,"H_Other",1,"6001-7500"
"06037408138","Census Tract 4081.38, Los Angeles County, California",5432,4841,"H_Other",1,"4501-6000"
"06037408139","Census Tract 4081.39, Los Angeles County, California",4536,4271,"H_Other",1,"4501-6000"
"06037408140","Census Tract 4081.40, Los Angeles County, California",3793,3456,"H_Other",1,"3001-4500"
"06037408141","Census Tract 4081.41, Los Angeles County, California",5366,4329,"H_Other",1,"4501-6000"
"06037408202","Census Tract 4082.02, Los Angeles County, California",2015,1628,"H_Other",1,"1500-3000"
"06037408301","Census Tract 4083.01, Los Angeles County, California",5569,4928,"H_Other",1,"4501-6000"
"06037408303","Census Tract 4083.03, Los Angeles County, California",4183,2822,"H_Other",1,"3001-4500"
"06037408401","Census Tract 4084.01, Los Angeles County, California",4389,2721,"H_Other",1,"3001-4500"
"06037408501","Census Tract 4085.01, Los Angeles County, California",3050,2163,"H_Other",1,"3001-4500"
"06037408724","Census Tract 4087.24, Los Angeles County, California",5542,3123,"H_Other",1,"4501-6000"
"06037408800","Census Tract 4088, Los Angeles County, California",4387,2995,"H_Other",1,"3001-4500"
"06037433200","Census Tract 4332, Los Angeles County, California",6246,3878,"H_Other",1,"6001-7500"
"06037433403","Census Tract 4334.03, Los Angeles County, California",4882,3914,"H_Other",1,"4501-6000"
"06037433501","Census Tract 4335.01, Los Angeles County, California",1949,1830,"H_Other",1,"1500-3000"
"06037433504","Census Tract 4335.04, Los Angeles County, California",4802,3465,"H_Other",1,"4501-6000"
"06037460900","Census Tract 4609, Los Angeles County, California",6731,3974,"H_Other",1,"6001-7500"
"06037461502","Census Tract 4615.02, Los Angeles County, California",6423,3440,"H_Other",1,"6001-7500"
"06037461600","Census Tract 4616, Los Angeles County, California",6058,3438,"H_Other",1,"6001-7500"
"06037461901","Census Tract 4619.01, Los Angeles County, California",5051,2893,"H_Other",1,"4501-6000"
"06037462001","Census Tract 4620.01, Los Angeles County, California",4460,3306,"H_Other",1,"3001-4500"
"06037462002","Census Tract 4620.02, Los Angeles County, California",4043,2890,"H_Other",1,"3001-4500"
"06037462100","Census Tract 4621, Los Angeles County, California",5748,3507,"H_Other",1,"4501-6000"
"06037462301","Census Tract 4623.01, Los Angeles County, California",5265,3242,"H_Other",1,"4501-6000"
"06037480803","Census Tract 4808.03, Los Angeles County, California",3699,2221,"H_Other",1,"3001-4500"
"06037482701","Census Tract 4827.01, Los Angeles County, California",4323,2636,"H_Other",1,"3001-4500"
"06037500402","Census Tract 5004.02, Los Angeles County, California",4856,4739,"H_Other",1,"4501-6000"
"06037500404","Census Tract 5004.04, Los Angeles County, California",4551,3738,"H_Other",1,"4501-6000"
"06037500600","Census Tract 5006, Los Angeles County, California",4912,4735,"H_Other",1,"4501-6000"
"06037500800","Census Tract 5008, Los Angeles County, California",5362,4883,"H_Other",1,"4501-6000"
"06037501001","Census Tract 5010.01, Los Angeles County, California",3046,2814,"H_Other",1,"3001-4500"
"06037501002","Census Tract 5010.02, Los Angeles County, California",5013,4257,"H_Other",1,"4501-6000"
"06037501200","Census Tract 5012, Los Angeles County, California",4864,3551,"H_Other",1,"4501-6000"
"06037501400","Census Tract 5014, Los Angeles County, California",3669,3019,"H_Other",1,"3001-4500"
"06037501503","Census Tract 5015.03, Los Angeles County, California",5280,3854,"H_Other",1,"4501-6000"
"06037501504","Census Tract 5015.04, Los Angeles County, California",3369,2612,"H_Other",1,"3001-4500"
"06037501802","Census Tract 5018.02, Los Angeles County, California",3311,2526,"H_Other",1,"3001-4500"
"06037501803","Census Tract 5018.03, Los Angeles County, California",4427,3865,"H_Other",1,"3001-4500"
"06037501804","Census Tract 5018.04, Los Angeles County, California",2175,1746,"H_Other",1,"1500-3000"
"06037502003","Census Tract 5020.03, Los Angeles County, California",2634,2186,"H_Other",1,"1500-3000"
"06037502004","Census Tract 5020.04, Los Angeles County, California",4251,3657,"H_Other",1,"3001-4500"
"06037502005","Census Tract 5020.05, Los Angeles County, California",4930,3487,"H_Other",1,"4501-6000"
"06037502100","Census Tract 5021, Los Angeles County, California",5036,4087,"H_Other",1,"4501-6000"
"06037502301","Census Tract 5023.01, Los Angeles County, California",5794,5331,"H_Other",1,"4501-6000"
"06037502302","Census Tract 5023.02, Los Angeles County, California",2970,2656,"H_Other",1,"1500-3000"
"06037502700","Census Tract 5027, Los Angeles County, California",6919,5435,"H_Other",1,"6001-7500"
"06037502902","Census Tract 5029.02, Los Angeles County, California",4168,3687,"H_Other",1,"3001-4500"
"06037503000","Census Tract 5030, Los Angeles County, California",5606,4997,"H_Other",1,"4501-6000"
"06037503103","Census Tract 5031.03, Los Angeles County, California",5204,4436,"H_Other",1,"4501-6000"
"06037503104","Census Tract 5031.04, Los Angeles County, California",2542,2167,"H_Other",1,"1500-3000"
"06037503105","Census Tract 5031.05, Los Angeles County, California",4228,3457,"H_Other",1,"3001-4500"
"06037503106","Census Tract 5031.06, Los Angeles County, California",4091,2967,"H_Other",1,"3001-4500"
"06037503201","Census Tract 5032.01, Los Angeles County, California",4144,2742,"H_Other",1,"3001-4500"
"06037503202","Census Tract 5032.02, Los Angeles County, California",5028,3862,"H_Other",1,"4501-6000"
"06037503302","Census Tract 5033.02, Los Angeles County, California",6784,5112,"H_Other",1,"6001-7500"
"06037503501","Census Tract 5035.01, Los Angeles County, California",6444,4505,"H_Other",1,"6001-7500"
"06037503502","Census Tract 5035.02, Los Angeles County, California",4655,3311,"H_Other",1,"4501-6000"
"06037504101","Census Tract 5041.01, Los Angeles County, California",4826,3204,"H_Other",1,"4501-6000"
"06037530500","Census Tract 5305, Los Angeles County, California",3719,3405,"H_Other",1,"3001-4500"
"06037530601","Census Tract 5306.01, Los Angeles County, California",2930,2685,"H_Other",1,"1500-3000"
"06037530602","Census Tract 5306.02, Los Angeles County, California",1769,1528,"H_Other",1,"1500-3000"
"06037530700","Census Tract 5307, Los Angeles County, California",2157,2047,"H_Other",1,"1500-3000"
"06037530801","Census Tract 5308.01, Los Angeles County, California",5407,5011,"H_Other",1,"4501-6000"
"06037530802","Census Tract 5308.02, Los Angeles County, California",3165,2982,"H_Other",1,"3001-4500"
"06037530901","Census Tract 5309.01, Los Angeles County, California",3684,3640,"H_Other",1,"3001-4500"
"06037530902","Census Tract 5309.02, Los Angeles County, California",3840,3624,"H_Other",1,"3001-4500"
"06037531000","Census Tract 5310, Los Angeles County, California",5133,5034,"H_Other",1,"4501-6000"
"06037531101","Census Tract 5311.01, Los Angeles County, California",4851,4797,"H_Other",1,"4501-6000"
"06037531102","Census Tract 5311.02, Los Angeles County, California",3210,3171,"H_Other",1,"3001-4500"
"06037531201","Census Tract 5312.01, Los Angeles County, California",5530,5464,"H_Other",1,"4501-6000"
"06037531202","Census Tract 5312.02, Los Angeles County, California",4431,4313,"H_Other",1,"3001-4500"
"06037531503","Census Tract 5315.03, Los Angeles County, California",2753,2731,"H_Other",1,"1500-3000"
"06037531504","Census Tract 5315.04, Los Angeles County, California",4250,4236,"H_Other",1,"3001-4500"
"06037531603","Census Tract 5316.03, Los Angeles County, California",3409,3242,"H_Other",1,"3001-4500"
"06037531604","Census Tract 5316.04, Los Angeles County, California",3775,3713,"H_Other",1,"3001-4500"
"06037531701","Census Tract 5317.01, Los Angeles County, California",5375,5145,"H_Other",1,"4501-6000"
"06037532400","Census Tract 5324, Los Angeles County, California",45,36,"H_Other",1,"0-1500"
"06037532700","Census Tract 5327, Los Angeles County, California",3417,3195,"H_Other",1,"3001-4500"
"06037532800","Census Tract 5328, Los Angeles County, California",4590,4326,"H_Other",1,"4501-6000"
"06037533001","Census Tract 5330.01, Los Angeles County, California",4709,4414,"H_Other",1,"4501-6000"
"06037534900","Census Tract 5349, Los Angeles County, California",6319,6274,"H_Other",1,"6001-7500"
"06037535001","Census Tract 5350.01, Los Angeles County, California",4512,4149,"H_Other",1,"4501-6000"
"06037535102","Census Tract 5351.02, Los Angeles County, California",4621,4085,"H_Other",1,"4501-6000"
"06037535300","Census Tract 5353, Los Angeles County, California",6524,6250,"H_Other",1,"6001-7500"
"06037540600","Census Tract 5406, Los Angeles County, California",4981,3802,"H_Other",1,"4501-6000"
"06037541300","Census Tract 5413, Los Angeles County, California",5512,3807,"H_Other",1,"4501-6000"
"06037541606","Census Tract 5416.06, Los Angeles County, California",2348,1918,"H_Other",1,"1500-3000"
"06037541801","Census Tract 5418.01, Los Angeles County, California",6180,4800,"H_Other",1,"6001-7500"
"06037542103","Census Tract 5421.03, Los Angeles County, California",3685,3206,"H_Other",1,"3001-4500"
"06037542106","Census Tract 5421.06, Los Angeles County, California",3523,3000,"H_Other",1,"3001-4500"
"06037542200","Census Tract 5422, Los Angeles County, California",7155,5112,"H_Other",1,"6001-7500"
"06037542402","Census Tract 5424.02, Los Angeles County, California",3306,2160,"H_Other",1,"3001-4500"
"06037542700","Census Tract 5427, Los Angeles County, California",6129,4799,"H_Other",1,"6001-7500"
"06037542900","Census Tract 5429, Los Angeles County, California",3254,2759,"H_Other",1,"3001-4500"
"06037543305","Census Tract 5433.05, Los Angeles County, California",3776,1892,"H_Other",1,"3001-4500"
"06037543502","Census Tract 5435.02, Los Angeles County, California",4218,2365,"H_Other",1,"3001-4500"
"06037550100","Census Tract 5501, Los Angeles County, California",7329,5500,"H_Other",1,"6001-7500"
"06037550201","Census Tract 5502.01, Los Angeles County, California",2911,2341,"H_Other",1,"1500-3000"
"06037550202","Census Tract 5502.02, Los Angeles County, California",5710,4100,"H_Other",1,"4501-6000"
"06037550300","Census Tract 5503, Los Angeles County, California",8421,5742,"H_Other",1,"7501-9000"
"06037551101","Census Tract 5511.01, Los Angeles County, California",3964,3079,"H_Other",1,"3001-4500"
"06037551800","Census Tract 5518, Los Angeles County, California",7267,5124,"H_Other",1,"6001-7500"
"06037551900","Census Tract 5519, Los Angeles County, California",5203,3418,"H_Other",1,"4501-6000"
"06037552001","Census Tract 5520.01, Los Angeles County, California",4188,3023,"H_Other",1,"3001-4500"
"06037552002","Census Tract 5520.02, Los Angeles County, California",3409,2108,"H_Other",1,"3001-4500"
"06037552100","Census Tract 5521, Los Angeles County, California",6624,4669,"H_Other",1,"6001-7500"
"06037552200","Census Tract 5522, Los Angeles County, California",5686,4607,"H_Other",1,"4501-6000"
"06037552302","Census Tract 5523.02, Los Angeles County, California",4107,2325,"H_Other",1,"3001-4500"
"06037552400","Census Tract 5524, Los Angeles County, California",2423,1900,"H_Other",1,"1500-3000"
"06037552601","Census Tract 5526.01, Los Angeles County, California",5260,4578,"H_Other",1,"4501-6000"
"06037552700","Census Tract 5527, Los Angeles County, California",6819,5047,"H_Other",1,"6001-7500"
"06037552800","Census Tract 5528, Los Angeles County, California",6198,4575,"H_Other",1,"6001-7500"
"06037552900","Census Tract 5529, Los Angeles County, California",7156,4363,"H_Other",1,"6001-7500"
"06037553000","Census Tract 5530, Los Angeles County, California",5033,3922,"H_Other",1,"4501-6000"
"06037553100","Census Tract 5531, Los Angeles County, California",6770,3168,"H_Other",1,"6001-7500"
"06037553200","Census Tract 5532, Los Angeles County, California",7637,4846,"H_Other",1,"7501-9000"
"06037553300","Census Tract 5533, Los Angeles County, California",3214,2126,"H_Other",1,"3001-4500"
"06037553801","Census Tract 5538.01, Los Angeles County, California",4954,4229,"H_Other",1,"4501-6000"
"06037553901","Census Tract 5539.01, Los Angeles County, California",6773,5740,"H_Other",1,"6001-7500"
"06037553902","Census Tract 5539.02, Los Angeles County, California",5415,3957,"H_Other",1,"4501-6000"
"06037554001","Census Tract 5540.01, Los Angeles County, California",3756,2171,"H_Other",1,"3001-4500"
"06037554002","Census Tract 5540.02, Los Angeles County, California",5856,3508,"H_Other",1,"4501-6000"
"06037554101","Census Tract 5541.01, Los Angeles County, California",3548,2806,"H_Other",1,"3001-4500"
"06037554103","Census Tract 5541.03, Los Angeles County, California",1396,945,"H_Other",1,"0-1500"
"06037554104","Census Tract 5541.04, Los Angeles County, California",2414,1389,"H_Other",1,"1500-3000"
"06037554105","Census Tract 5541.05, Los Angeles County, California",4478,2059,"H_Other",1,"3001-4500"
"06037554201","Census Tract 5542.01, Los Angeles County, California",4356,2973,"H_Other",1,"3001-4500"
"06037554203","Census Tract 5542.03, Los Angeles County, California",3730,2183,"H_Other",1,"3001-4500"
"06037554204","Census Tract 5542.04, Los Angeles County, California",4313,2556,"H_Other",1,"3001-4500"
"06037554301","Census Tract 5543.01, Los Angeles County, California",3499,2315,"H_Other",1,"3001-4500"
"06037554302","Census Tract 5543.02, Los Angeles County, California",4393,2537,"H_Other",1,"3001-4500"
"06037554403","Census Tract 5544.03, Los Angeles County, California",5848,2870,"H_Other",1,"4501-6000"
"06037554404","Census Tract 5544.04, Los Angeles County, California",4206,2012,"H_Other",1,"3001-4500"
"06037554405","Census Tract 5544.05, Los Angeles County, California",3015,1404,"H_Other",1,"3001-4500"
"06037554700","Census Tract 5547, Los Angeles County, California",4328,3330,"H_Other",1,"3001-4500"
"06037554801","Census Tract 5548.01, Los Angeles County, California",2744,2100,"H_Other",1,"1500-3000"
"06037555102","Census Tract 5551.02, Los Angeles County, California",5987,3050,"H_Other",1,"4501-6000"
"06037555104","Census Tract 5551.04, Los Angeles County, California",4210,2311,"H_Other",1,"3001-4500"
"06037555211","Census Tract 5552.11, Los Angeles County, California",5652,5095,"H_Other",1,"4501-6000"
"06037555212","Census Tract 5552.12, Los Angeles County, California",5110,4179,"H_Other",1,"4501-6000"
"06037570202","Census Tract 5702.02, Los Angeles County, California",6124,4007,"H_Other",1,"6001-7500"
"06037570203","Census Tract 5702.03, Los Angeles County, California",4165,2810,"H_Other",1,"3001-4500"
"06037570204","Census Tract 5702.04, Los Angeles County, California",4201,2254,"H_Other",1,"3001-4500"
"06037570301","Census Tract 5703.01, Los Angeles County, California",7273,4981,"H_Other",1,"6001-7500"
"06037570303","Census Tract 5703.03, Los Angeles County, California",4471,2664,"H_Other",1,"3001-4500"
"06037570304","Census Tract 5703.04, Los Angeles County, California",5094,3375,"H_Other",1,"4501-6000"
"06037570403","Census Tract 5704.03, Los Angeles County, California",4832,4071,"H_Other",1,"4501-6000"
"06037570404","Census Tract 5704.04, Los Angeles County, California",3676,2642,"H_Other",1,"3001-4500"
